Player,School,POS,REC,YDS,AVG,LNG,TD
TreyaunWebb,FLA,'RB','4','18','4.5','12','0'
DavisSherwood,ND,'TE','2','18','9.0','10','1'
JordanFord,TLSA,'RB','7','18','2.6','10','0'
RyanManning,MD,'WR','2','18','9.0','11','0'
PeterClarke,TEM,'TE','2','18','9.0','16','1'
JymetreHester,FAU,'WR','4','18','4.5','12','0'
PJMartin,USA,'RB','1','18','18.0','18','0'
EverettHunter,UNM,'TE','2','18','9.0','16','0'
WyattMcClour,UNM,'TE','1','18','18.0','18','0'
MalcolmEpps,PITT,'TE','4','17','4.3','12','0'
DrewPyne,ASU,'QB','1','17','17.0','17','0'
KejonOwens,FIU,'RB','3','17','5.7','10','0'
DanDishman,UTSA,'TE','1','17','17.0','17','0'
HampGreene,CLEM,'WR','2','17','8.5','12','0'
DemarcusJonesII,NCSU,'RB','1','17','17.0','17','0'
KrisByrd,GAST,'TE','2','17','8.5','9','0'
AntwanRoberts,MRSH,'RB','1','17','17.0','17','0'
GunnarGreenwald,USF,'TE','4','17','4.3','8','1'
JustinKimber,ULM,'WR','2','17','8.5','15','0'
DecoldestCrawford,LT,'WR','2','17','8.5','10','0'
AndreGreeneJr.,UNC,'WR','2','17','8.5','13','0'
BryceBailey,MTSU,'WR','3','17','5.7','7','1'
C.J.Cole,WVU,'WR','2','17','8.5','10','0'
WillPelissier,WYO,'WR','2','17','8.5','12','0'
KalebJohnson,IOWA,'RB','2','17','8.5','13','0'
DjouvenskySchlenbaker,WSU,'RB','2','17','8.5','11','0'
AdrianMurdaugh,SHSU,'WR','4','17','4.3','5','0'
TaylorSpierto,FLA,'WR','2','17','8.5','10','0'
SethDavis,MSST,'RB','4','17','4.3','13','0'
ShataviousHogan,CMU,'WR','1','17','17.0','17','0'
CortezBraham,WVU,'WR','3','17','5.7','9','0'
MalikBakerII,CLT,'WR','3','17','5.7','9','0'
HaydenLarge,IOWA,'FB','2','17','8.5','15','0'
RandyFieldsJr.,CLT,'WR','3','16','5.3','11','0'
HaydenJunker,KENT,'TE','2','16','8.0','11','0'
TristenTewes,NIU,'TE','2','16','8.0','10','0'
MikeDrennenII,TOL,'RB','2','16','8.0','9','0'
SamAdamsII,WASH,'RB','2','16','8.0','10','0'
JaylonArmstead,SDSU,'RB','3','16','5.3','7','0'
JuTahnMcClain,UK,'RB','3','16','5.3','10','0'
JayDucker,MEM,'RB','3','16','5.3','9','0'
ArtezHooker,FIU,'WR','2','16','8.0','13','0'
TylerLavine,SMU,'RB','3','16','5.3','10','0'
JaylenThomas,KENT,'RB','3','16','5.3','7','0'
DaltonAndrews,TOL,'TE','3','16','5.3','9','1'
JulianLopez,UTEP,'TE','3','16','5.3','8','0'
DaneOlson,CSU,'WR','1','16','16.0','16','0'
EzavierStaples,UCLA,'WR','1','16','16.0','16','0'
JackReynolds,CLT,'WR','2','16','8.0','9','0'
RegisVelez,NAVY,'WR','1','16','16.0','16','1'
JacquesBadolato-Birdsell,NEV,'RB','2','16','8.0','8','0'
ChristianCarter,MEM,'WR','2','16','8.0','9','1'
BryceBohanon,TULN,'WR','1','16','16.0','16','0'
AnthonyTyusIII,NU,'RB','2','16','8.0','9','0'
XavierLoyd,KSU,'WR','1','16','16.0','16','0'
KylishHicks,CONN,'WR','1','16','16.0','16','0'
ChristianAbney,BALL,'TE','3','16','5.3','10','0'
JediyahWilloughby,TOL,'WR','1','16','16.0','16','0'
ChrisAutman-Bell,MINN,'WR','3','15','5.0','10','0'
Sy'veonWilkerson,COLO,'RB','2','15','7.5','11','0'
BryceButler,OHIO,'TE','3','15','5.0','9','1'
PatrickSmith,VAN,'RB','4','15','3.8','15','0'
TylerVanDyke,MIA,'QB','0','15','0.0','15','0'
JohnathanArceneaux,FRES,'RB','2','15','7.5','8','0'
JaylenSargent,WYO,'WR','1','15','15.0','15','0'
VinnyAnthonyII,WIS,'WR','1','15','15.0','15','0'
IkeDaniels,SYR,'RB','2','15','7.5','8','0'
KamIngram,UCF,'RB','1','15','15.0','15','0'
ByrumBrown,USF,'QB','1','15','15.0','15','0'
JacobBarrick,JVST,'TE','2','15','7.5','8','0'
KalebMathis,COLO,'WR','4','15','3.8','7','0'
JakeTaylor,DUKE,'TE','1','14','14.0','14','0'
TannerMordecai,WIS,'QB','2','14','7.0','19','0'
GunnerGentry,WYO,'WR','2','14','7.0','9','1'
AriBroussard,RICE,'RB','2','14','7.0','12','0'
KennyBrewerIII,CMU,'WR','2','14','7.0','9','0'
KeshawnKing,WMU,'RB','1','14','14.0','14','0'
ElijahMojarro,RICE,'TE','1','14','14.0','14','0'
IsaiahNeyor,TEX,'WR','1','14','14.0','14','0'
KahlilBrantley,FAU,'TE','1','14','14.0','14','0'
Mark-AntonyRichards,UCF,'RB','2','14','7.0','11','0'
TylerFromm,AUB,'TE','2','14','7.0','9','0'
AaronYoung,RUTG,'RB','2','14','7.0','10','1'
AJGreen,ARK,'RB','5','14','2.8','8','1'
ZyellGriffin,UNLV,'WR','2','14','7.0','12','0'
D.Q.James,WYO,'RB','2','14','7.0','9','0'
JakeRenda,PITT,'TE','2','14','7.0','12','0'
ReggieBrown,TULN,'TE','1','14','14.0','14','0'
DonMunnerlyn,TOL,'WR','1','14','14.0','14','0'
JordanAnthony,TA&M,'WR','3','14','4.7','11','0'
DurellRobinson,CLT,'RB','1','14','14.0','14','0'
LukeSeib,UTEP,'TE','1','14','14.0','14','0'
HawkinsPolley,BAY,'TE','2','14','7.0','13','1'
AndrewPaul,UGA,'RB','2','14','7.0','7','1'
JohnMateer,WSU,'QB','2','14','7.0','9','0'
DijonStanley,UTAH,'RB','1','14','14.0','14','0'
JambresDubar,BOIS,'RB','5','14','2.8','7','0'
DavionDozier,ARK,'WR','1','14','14.0','14','1'
ChuukyHines,HAW,'WR','3','14','4.7','10','0'
ColePruett,WSU,'WR','2','14','7.0','9','0'
MarshaunBrown,NEV,'WR','1','14','14.0','14','0'
KahanuDavis,USU,'WR','2','14','7.0','10','0'
HaroldJoinerIII,MSU,'LB','2','13','6.5','7','0'
CaseyKelly,ORE,'TE','3','13','4.3','6','1'
JordanYates,SHSU,'QB','1','13','13.0','13','0'
KalelMullings,MICH,'RB','1','13','13.0','13','0'
SoloLewis,LT,'WR','1','13','13.0','13','0'
PJJohnsonIII,NMSU,'WR','2','13','6.5','7','0'
JacobColeman,MTSU,'WR','2','13','6.5','10','0'
MalikBowen-Sims,DUKE,'WR','3','13','4.3','12','0'
ZachEvans,MINN,'RB','1','13','13.0','13','0'
KevinDiaz,ARST,'TE','2','13','6.5','8','0'
JaceWilson,UTSA,'WR','1','13','13.0','13','0'
RaymondCottrell,TA&M,'WR','1','13','13.0','13','1'
MakaiLemon,USC,'WR','4','13','3.3','6','0'
MacMarkway,LSU,'TE','2','13','6.5','8','0'
FamahToure,RUTG,'WR','1','13','13.0','13','0'
ChrisDawnJr.,TXST,'WR','1','13','13.0','13','0'
JustynReid,USM,'TE','1','13','13.0','13','0'
ZachMundell,ARMY,'QB','2','13','6.5','7','0'
JacobyBellazar,MSST,'WR','1','13','13.0','13','0'
LandanBrown,SHSU,'RB','3','13','4.3','6','0'
AnthonyGrant,NEB,'RB','3','12','4.0','9','0'
ChezMellusi,WIS,'RB','3','12','4.0','11','0'
D'WanMathis,TEM,'WR','2','12','6.0','9','0'
KeontezLewis,WIS,'WR','1','12','12.0','12','0'
DonavynLester,UNLV,'RB','4','12','3.0','7','0'
JordanPoole,NCSU,'LB','1','12','12.0','12','1'
HeinrichHaarberg,NEB,'QB','2','12','6.0','10','0'
LawsonAlbright,NU,'TE','2','12','6.0','6','0'
GregGainesIII,ISU,'WR','2','12','6.0','8','0'
KylenAustin,LIB,'WR','1','12','12.0','12','0'
BraylonJames,ND,'WR','1','12','12.0','12','0'
HenryRutledge,CLT,'RB','3','12','4.0','7','0'
DeemsMay,UNC,'TE','1','12','12.0','12','0'
WillieGaines,COLO,'WR','2','12','6.0','9','0'
VictorSnow,BUFF,'WR','1','12','12.0','12','0'
OlsenPatt-Henry,CLEM,'TE','1','12','12.0','12','0'
JaydenO'Rourke,NEV,'TE','1','12','12.0','12','0'
BrendanDoyle,MEM,'TE','3','12','4.0','7','3'
CourtneyReese,UNLV,'RB','4','11','2.8','13','0'
CharlieVincent,UTAH,'RB','2','11','5.5','6','0'
Ja'ShaunPoke,WVU,'WR','2','11','5.5','11','0'
AntwainLittletonII,MD,'RB','3','11','3.7','5','0'
RodriguesClark,USM,'RB','3','11','3.7','7','0'
JacobGill,NU,'WR','1','11','11.0','11','0'
ConnorWitthoft,UNM,'TE','1','11','11.0','11','0'
AaronSteinfeldt,IU,'TE','1','11','11.0','11','0'
JJHenry,MISS,'WR','1','11','11.0','11','0'
CadeYacamelli,WIS,'RB','1','11','11.0','11','0'
RobertBriggsJr.,USU,'RB','6','11','1.8','6','0'
JosiahZamora,USC,'WR','2','11','5.5','6','0'
ZachVigil,UNM,'RB','2','11','5.5','9','0'
WayneKnight,JMU,'RB','1','11','11.0','11','0'
JesseOfurie,RUTG,'WR','2','11','5.5','7','0'
CedricHawkins,ARST,'RB','1','11','11.0','11','0'
DeeWilliams,TENN,'DB','1','11','11.0','11','0'
CataurusHicks,LOU,'WR','1','11','11.0','11','0'
JyaireShorter,AUB,'WR','1','10','10.0','10','0'
JordanMorris,SHSU,'DB','1','10','10.0','10','0'
JulianOrtega-Jones,TXST,'WR','2','10','5.0','6','0'
DarwinBarlow,USC,'RB','1','10','10.0','10','0'
AndrewBench,BGSU,'TE','2','10','5.0','8','0'
NateMuersch,M-OH,'TE','3','10','3.3','5','1'
JermaineTerryII,ORST,'TE','2','10','5.0','6','0'
RockoGriffin,UTSA,'RB','4','10','2.5','7','0'
EthanWright,CIN,'RB','1','10','10.0','10','0'
JoshuaRawlings,UVA,'TE','2','10','5.0','9','1'
JelaniStafford,CONN,'DL','1','10','10.0','10','0'
CharlieBrowder,TENN,'TE','2','10','5.0','8','0'
Dre'lynWashington,UL,'RB','2','10','5.0','6','1'
BrandonThomas,MEM,'RB','2','10','5.0','6','0'
EJWilsonJr.,TEM,'RB','4','10','2.5','9','0'
RyanMorgan,ASU,'TE','1','10','10.0','10','0'
DJAllen,TCU,'WR','2','10','5.0','7','0'
VictorVenn,LIB,'RB','2','10','5.0','9','1'
AshtonHayes,NEV,'RB','5','10','2.0','4','0'
MaximusWebster,BALL,'TE','4','10','2.5','9','1'
CharlesRogers,SJSU,'LB','1','10','10.0','10','1'
DylanBraithwaite,RUTG,'WR','1','10','10.0','10','0'
EliFinley,LT,'TE','2','10','5.0','5','0'
TyreeKelly,USF,'WR','1','10','10.0','10','0'
DorianLewis,UNM,'RB','2','10','5.0','8','0'
JamaiEast,ORST,'WR','1','10','10.0','10','0'
MarcusRogers,TROY,'WR','2','9','4.5','5','0'
JahmylJeter,TXST,'RB','1','9','9.0','9','0'
JalenKnox,MISS,'WR','1','9','9.0','9','0'
MattSalerno,ND,'WR','1','9','9.0','9','0'
RahmirJohnson,NEB,'RB','3','9','3.0','6','0'
NolanMatthews-Harris,SMU,'TE','1','9','9.0','9','1'
KendallMilton,UGA,'RB','2','9','4.5','11','0'
B.J.Harris,CMU,'RB','1','9','9.0','9','0'
DanielHishawJr.,KU,'RB','1','9','9.0','9','0'
NickKallerup,MINN,'TE','2','9','4.5','5','0'
ToddJustice,USA,'TE','2','9','4.5','6','0'
IsaacRoss,MASS,'WR','3','9','3.0','6','0'
CalebHood,UNC,'RB','1','9','9.0','9','0'
BanksPope,CLEM,'TE','1','9','9.0','9','0'
JaleelSkinner,MIA,'TE','1','9','9.0','9','0'
OmariEvans,PSU,'WR','2','9','4.5','5','1'
VaughnPemberton,BALL,'RB','4','9','2.3','5','0'
DevonTauaefa,HAW,'TE','1','9','9.0','9','0'
GabeBurkle,ISU,'TE','2','9','4.5','5','0'
SedrickIrvin,STAN,'RB','2','9','4.5','5','0'
AjayAllen,MIA,'RB','4','9','2.3','6','0'
JackLausch,NU,'QB','2','9','4.5','7','0'
XayvionTurner-Bradshaw,VT,'WR','1','9','9.0','9','0'
GrantMisch,UVA,'TE','2','8','4.0','4','0'
TorryLocklin,KU,'RB','2','8','4.0','4','1'
BrandonCrum,USA,'TE','2','8','4.0','5','1'
WillHoward,KSU,'QB','1','8','8.0','8','1'
KrisHutson,ORE,'WR','1','8','8.0','8','0'
NickRempert,TLSA,'WR','1','8','8.0','8','0'
KadenDudley,BOIS,'RB','2','8','4.0','7','0'
DamienTaylor,TROY,'RB','3','8','2.7','4','0'
ColbyPowers,TLSA,'TE','1','8','8.0','8','0'
SimeonPrice,MSST,'RB','1','8','8.0','8','0'
DonaldChaneyJr.,MIA,'RB','3','8','2.7','4','0'
CristianDriver,PSU,'WR','1','8','8.0','8','0'
JustinMorris,BALL,'TE','1','8','8.0','8','0'
HaakonAnderson,WIS,'WR','1','8','8.0','8','0'
MarlinKlein,MICH,'TE','1','8','8.0','8','0'
CamdenSirmon,WASH,'WR','1','8','8.0','8','0'
QuentinMoore,WASH,'TE','1','8','8.0','8','0'
PeytonO'Leary,MICH,'WR','1','8','8.0','8','1'
GavinYates,BAY,'TE','1','8','8.0','8','0'
BraylonMcReynolds,USA,'RB','1','8','8.0','8','0'
KeyshaunPipkin,NIU,'WR','1','8','8.0','8','0'
JaronTibbs,PUR,'WR','1','8','8.0','8','0'
JeremiahAaron,WVU,'WR','1','8','8.0','8','0'
DenzilAlleyne,WKU,'WR','1','8','8.0','8','1'
JamariPerson,CSU,'WR','1','8','8.0','8','0'
AndrewSchnackenberg,BUFF,'TE','2','8','4.0','6','1'
LeoKemp,SDSU,'RB','1','8','8.0','8','0'
JacqezBarksdale,BUFF,'RB','6','8','1.3','4','0'
BrianSnead,ARST,'RB','1','7','7.0','7','0'
SolomonVanhorse,JMU,'RB','1','7','7.0','7','0'
ElijahDowning,LOU,'WR','1','7','7.0','7','0'
VeltonGardner,SMU,'RB','1','7','7.0','7','0'
RodHeardII,NU,'DB','1','7','7.0','7','0'
MicahHilts,SMU,'TE','1','7','7.0','7','0'
DemarkcusBowman,UCF,'RB','2','7','3.5','4','0'
J'WanEvans,JVST,'RB','2','7','3.5','5','0'
BayneTryon,TLSA,'TE','1','7','7.0','7','1'
MalickMeiga,PSU,'WR','1','7','7.0','7','0'
AJToney,MTSU,'WR','3','7','2.3','7','0'
AlanteBrown,MSU,'WR','2','7','3.5','5','0'
MaximilianMang,SYR,'TE','1','7','7.0','7','0'
JaisonPatterson,BGSU,'RB','1','7','7.0','7','0'
LandonRogers,UNLV,'WR','1','7','7.0','7','0'
ZayFranks,USM,'WR','1','7','7.0','7','0'
ZuberiMobley,FAU,'RB','1','7','7.0','7','0'
JaydonBlue,TEX,'RB','1','7','7.0','7','0'
DakotaTwitty,UVA,'WR','1','7','7.0','7','0'
XavierArline,NAVY,'QB','2','7','3.5','6','0'
IsaiahGarcia-Castaneda,NEB,'WR','1','7','7.0','7','0'
CalebMerritt,WYO,'WR','1','7','7.0','7','0'
RogerWalters,CLT,'WR','1','7','7.0','7','0'
WilliamFowles,LOU,'WR','1','7','7.0','7','0'
EvanMalcore,NIU,'OL','0','7','0.0','7','0'
ColeSpeer,UGA,'WR','1','7','7.0','7','0'
RobertStafford,MIA,'DB','1','7','7.0','7','0'
QuintenJoyner,USC,'RB','1','7','7.0','7','0'
IsraelCarter,USF,'QB','1','7','7.0','7','0'
MontraviusLloyd,PITT,'RB','1','7','7.0','7','0'
ElijaWalton,GASO,'TE','1','7','7.0','7','0'
LucaCaldarella,UTAH,'WR','1','7','7.0','7','0'
JamarionCarroll,SMU,'WR','1','7','7.0','7','0'
SamHicks,CMU,'RB','3','7','2.3','8','0'
BennettGalloway,ULM,'RB','1','7','7.0','7','0'
DaytonSneed,TENN,'WR','1','7','7.0','7','0'
IsaacHodgins,ORST,'DL','2','6','3.0','4','1'
D'MarcusAdams,SYR,'WR','1','6','6.0','6','0'
ShawnBowman,RUTG,'TE','1','6','6.0','6','0'
MicahBernard,UTAH,'RB','2','6','3.0','8','0'
DeonFountain,CCU,'WR','1','6','6.0','6','0'
LeonFranklin,MICH,'RB','1','6','6.0','6','0'
JakeSchultz,OKST,'FB','1','6','6.0','6','0'
KadinnMorris,WMU,'TE','1','6','6.0','6','0'
JoshSterzer,USU,'TE','1','6','6.0','6','0'
MaxReese,EMU,'TE','1','6','6.0','6','0'
MasonWheeler,WASH,'WR','1','6','6.0','6','0'
JahiemWhite,WVU,'RB','1','6','6.0','6','0'
BryanHenry,HOU,'TE','1','6','6.0','6','1'
KeithWillisJr.,LT,'RB','3','6','2.0','4','0'
JamariFerrell,WYO,'RB','1','6','6.0','6','0'
JacobGodfrey,UNM,'WR','1','6','6.0','6','0'
ErikPizarro,KSU,'WR','1','5','5.0','5','0'
AsherAlberding,CAL,'TE','1','5','5.0','5','0'
YusufTerry,USF,'WR','1','5','5.0','5','0'
SeanTyler,MINN,'RB','3','5','1.7','13','0'
EthanGarbers,UCLA,'QB','1','5','5.0','5','0'
MicahKelly,TOL,'RB','1','5','5.0','5','0'
CoreyWren,TCU,'RB','1','5','5.0','5','0'
SeanGreeley,MD,'LB','2','5','2.5','4','2'
EvanMorris,MSU,'TE','2','5','2.5','4','0'
JackKennedy,NU,'WR','1','5','5.0','5','0'
AveryWhite,USM,'TE','1','5','5.0','5','0'
JoeyBearnsIII,CLT,'TE','2','5','2.5','7','0'
MylesMontgomery,CIN,'RB','5','5','1.0','4','0'
MaxPatterson,RUTG,'WR','1','5','5.0','5','0'
WillieShawIII,TOL,'RB','1','5','5.0','5','0'
XavierColeman,BC,'RB','1','5','5.0','5','0'
TroyLewis,JMU,'WR','1','5','5.0','5','0'
JaniranBonner,NEB,'FB','1','5','5.0','5','0'
MaxHoller,UCF,'TE','1','5','5.0','5','0'
EthanErickson,BYU,'TE','1','5','5.0','5','0'
RobertSmith,MD,'WR','2','5','2.5','5','0'
BrockRechsteiner,JVST,'WR','1','5','5.0','5','0'
AminHassan,NAVY,'RB','1','5','5.0','5','0'
MatthewKlopfenstein,BAY,'TE','1','5','5.0','5','0'
EvanDickens,GT,'RB','1','5','5.0','5','0'
AnthonyFriasII,KSU,'RB','2','5','2.5','5','0'
GarrettShrader,SYR,'QB','2','4','2.0','9','0'
TahjGary,TLSA,'RB','1','4','4.0','4','0'
DominiqueJohnson,ARK,'RB','2','4','2.0','6','0'
JarenMangham,MSU,'RB','2','4','2.0','7','0'
ElijahCanion,PUR,'WR','1','4','4.0','4','0'
TylerSavage,ECU,'TE','2','4','2.0','6','0'
DanielCarter,PITT,'RB','2','4','2.0','4','0'
JustinJohnsonJr.,WVU,'RB','2','4','2.0','3','0'
KyreseRowan,USU,'WR','1','4','4.0','4','0'
NickHarris,CONN,'TE','1','4','4.0','4','1'
DeyunkreaLewis,TROY,'TE','1','4','4.0','4','0'
KeeganWilburn,OHIO,'WR','1','4','4.0','4','0'
CoreyCuascut-Palmer,TEM,'CB','1','4','4.0','4','0'
DonnieGray,NU,'WR','1','4','4.0','4','0'
KelanRobinson,ECU,'WR','1','4','4.0','4','0'
CalebDriskill,WYO,'FB','1','4','4.0','4','1'
CalebSchmitz,CIN,'TE','1','4','4.0','4','0'
ChaseKetterer,ND,'RB','1','4','4.0','4','0'
PrestonDaniel,FSU,'TE','1','4','4.0','4','1'
TobiasWeaver,SHSU,'RB','1','4','4.0','4','0'
Mata'avaTa'ase,BYU,'TE','1','4','4.0','4','0'
KarmelloEnglish,MICH,'WR','1','4','4.0','4','1'
JohnLocke,LT,'TE','2','4','2.0','3','1'
DomoniqueThomas,CLEM,'RB','1','4','4.0','4','0'
RyanButler,STAN,'RB','1','4','4.0','4','0'
TonyLivingston,FLA,'TE','1','4','4.0','4','0'
TylerWilliams,UGA,'WR','1','4','4.0','4','0'
MicahWoods,BUFF,'WR','1','4','4.0','4','0'
MarcelloBussey,MEM,'WR','1','4','4.0','4','0'
ElijahDavis,UL,'RB','1','4','4.0','4','0'
AlanBowman,OKST,'QB','1','3','3.0','3','0'
JudeWolfe,USC,'TE','1','3','3.0','3','1'
NolanRucci,WIS,'OL','1','3','3.0','3','1'
KamarroEdmonds,ECU,'RB','1','3','3.0','3','0'
BrandonCampbell,HOU,'RB','1','3','3.0','3','0'
KendrellFlowers,NIU,'RB','1','3','3.0','3','0'
JaylenColeman,DUKE,'RB','1','3','3.0','3','0'
TalmageGunther,BYU,'WR','1','3','3.0','3','0'
JeremiahWebb,USA,'WR','1','3','3.0','3','1'
ColbyMcDonald,MD,'RB','1','3','3.0','3','0'
ThomasZsiros,TOL,'WR','1','3','3.0','3','0'
TerryWilkins,MTSU,'RB','2','3','1.5','3','0'
GavinGarcia,KENT,'RB','1','3','3.0','3','0'
BryceDuke,VT,'RB','1','3','3.0','3','0'
DavidCordero,HAW,'RB','1','3','3.0','3','0'
QuinnEwers,TEX,'QB','1','3','3.0','3','0'
ChristianWashington,UNM,'RB','1','3','3.0','3','0'
DylanWade,MD,'TE','2','3','1.5','3','1'
KellanHood,UNC,'RB','1','3','3.0','3','0'
KeatonCheves,SMU,'WR','1','3','3.0','3','0'
DaelenAlexander,RICE,'RB','1','3','3.0','3','1'
WillMonney,USU,'TE','1','3','3.0','3','0'
RickeyHunt,OHIO,'RB','1','3','3.0','3','0'
JoachimBangda,CLT,'RB','1','2','2.0','2','0'
DukeOlges,NU,'TE','1','2','2.0','2','0'
EmerySimmons,UTAH,'WR','1','2','2.0','2','0'
KedonSlovis,BYU,'QB','1','2','2.0','2','0'
MalikHornsby,TXST,'QB','1','2','2.0','2','0'
DJWilliams,ARIZ,'RB','1','2','2.0','2','0'
HamptonEarle,CLEM,'WR','1','2','2.0','2','0'
OwenMcGowan,BC,'LB','1','2','2.0','2','1'
JhaylinEmbry,BGSU,'WR','1','2','2.0','2','0'
TreylanDavis,WVU,'TE','2','2','1.0','1','0'
StoneEby,SMU,'OL','1','2','2.0','2','1'
JamalJohnson,BGSU,'RB','1','2','2.0','2','0'
EthanDirrim,GASO,'TE','1','2','2.0','2','0'
MehkiWall,DUKE,'WR','1','2','2.0','2','0'
JayshonPlatt,FAU,'WR','1','2','2.0','2','0'
ZylanPerry,UL,'RB','1','2','2.0','2','0'
CJHester,WMU,'RB','1','2','2.0','2','0'
ChrisJohnsonJr.,MIA,'RB','1','2','2.0','2','0'
XavierWilliams,KENT,'RB','1','1','1.0','1','0'
PeytonSawyer,HOU,'WR','1','1','1.0','1','0'
SheaWhiting,BOIS,'WR','1','1','1.0','1','0'
RashadAmos,M-OH,'RB','3','1','0.3','6','0'
J.J.Sparkman,TTU,'WR','1','1','1.0','1','0'
ByronMurphyII,TEX,'DL','1','1','1.0','1','1'
AmaadFoston,UVA,'RB','1','1','1.0','1','0'
TannerArkin,ILL,'TE','1','1','1.0','1','1'
DaylanSmothers,OU,'RB','1','1','1.0','1','0'
JohnnyPascuzzi,IOWA,'TE','1','1','1.0','1','0'
BertAuburn,TEX,'PK','1','1','1.0','1','0'
BrysonWashington,BAY,'RB','1','1','1.0','1','0'
Ka'MorreunPimpton,LSU,'TE','1','1','1.0','1','0'
BradySmall,ARMY,'OL','0','1','0.0','1','0'
DanteZanders,FLA,'TE','1','-1','-1.0','0','0'
Ta'QuanRoberson,CONN,'QB','0','-1','0.0','0','0'
Cam'ronBarfield,BC,'RB','1','-1','-1.0','0','0'
CarterLambert,JVST,'QB','1','-1','-1.0','-1','0'
JordanLovett,TROY,'RB','1','-1','-1.0','0','0'
CalebGoodie,CSU,'WR','1','-1','-1.0','-1','0'
DraydenDickmann,RICE,'WR','1','-1','-1.0','-1','0'
NathanRoberts,TENN,'WR','1','-1','-1.0','-1','0'
RayPaulo,BYU,'TE','1','-1','-1.0','-1','0'
ColsonYankoff,UCLA,'RB','1','-2','-2.0','0','0'
TramelLogan,USF,'DE','1','-2','-2.0','-2','0'
TerrenceWilliams,UL,'RB','1','-2','-2.0','0','0'
DallanHayden,OSU,'RB','1','-2','-2.0','0','0'
JackBrowning,SDSU,'PK','1','-2','-2.0','0','0'
KalebBlack,ASU,'WR','1','-2','-2.0','0','0'
JalenCoit,NCSU,'WR','1','-3','-3.0','0','0'
JordanHouston,NCSU,'RB','3','-3','-1.0','0','0'
BronsonBarron,WKU,'QB','1','-3','-3.0','0','0'
NasjzaeBryant-Lelei,HAW,'RB','1','-3','-3.0','0','0'
ZionFowler-El,PITT,'WR','1','-3','-3.0','-3','0'
SamHartman,ND,'QB','0','-4','0.0','0','0'
GrantWilson,ODU,'QB','0','-4','0.0','0','0'
KellenStewart,MTSU,'WR','2','-5','-2.5','7','0'
ChaseLundt,CONN,'OL','0','-6','0.0','-6','0'
AveryMorrow,CSU,'RB','2','-6','-3.0','0','0'
MilesDavis,BYU,'RB','1','-7','-7.0','0','0'
EthanVasko,CCU,'QB','1','-7','-7.0','0','0'
ZacLarrier,AFA,'QB','1','-8','-8.0','0','0'
ThomasCastellanos,BC,'QB','1','-9','-9.0','0','0'
DewayneColeman,ARMY,'QB','0','-10','0.0','0','0'
